Position,artists,track_name,Days,Top 10(xTimes),PeakPosition,PeakPosition(xTimes),PeakStreams,totalstreams
1368,HarryStyles,LittleFreak,67,8.0,5,0,2785290,35042124
1369,Disclosure,Latch,274,0.0,12,0,240855,35040300
1370,JaymesYoung,Infinity,116,0.0,55,0,401330,35009706
1371,Drake,SpinBoutU,53,7.0,5,0,3619172,34999036
1372,CalvinHarris,Summer,320,0.0,13,0,214644,34971061
1373,TaylorSwift,EndGame,92,0.0,21,0,601411,34834044
1374,SteveAoki,JustHoldOn,100,0.0,25,0,503133,34773564
1375,Drake,NoFriendsInTheIndustry,65,5.0,8,0,3694638,34759904
1376,BingCrosby,DoYouHearWhatIHear?,101,0.0,29,0,1305116,34741723
1377,DuaLipa,Physical,108,0.0,27,0,706726,34730152
1378,SamHunt,LeaveTheNightOn,308,0.0,22,0,187534,34721582
1379,LilBaby,HeatinUp,99,1.0,3,(x1),1383309,34712534
1380,ArianaGrande,bloodline,56,6.0,5,0,2657076,34711489
1381,Tyga,SWISH,98,0.0,23,0,697263,34570097
1382,NiallHoran,ThisTown,156,0.0,12,0,716734,34544191
1383,2Chainz,BiggerThanYou,107,0.0,14,0,875127,34467944
1384,Nelly,TheFix,184,0.0,42,0,294561,34379158
1385,Drake,Emotionless,42,7.0,2,(x1),4842941,34344959
1386,MeghanTrainor,MadeYouLook,66,0.0,24,0,759300,34342321
1387,XAmbassadors,Unsteady,219,0.0,93,0,211226,34331656
1388,DaBaby,FINDMYWAY,79,8.0,4,0,1324318,34319287
1389,DemiLovato,BodySay,129,0.0,45,0,377953,34246166
1390,OneRepublic,CountingStars,337,0.0,36,0,140997,34229004
1391,KendrickLamar,KingKunta,261,7.0,1,(x3),703039,34225970
1392,SOBXRBE,Paramedic!,91,0.0,16,0,829908,34212750
1393,YG,WhyYouAlwaysHatin?,185,0.0,86,0,233346,34210856
1394,JasonDerulo,IfItAin'tLove,114,0.0,40,0,407602,34209480
1395,MelanieMartinez,PlayDate,91,0.0,35,0,500721,34165887
1396,KodakBlack,PattyCake,181,0.0,127,0,222083,34158324
1397,ILOVEMAKONNEN,Tuesday,209,14.0,8,0,310329,34009596
1398,G,EazyCalmDown,252,0.0,52,0,230359,33995673
1399,ToriKelly,Hollow,187,0.0,50,0,257602,33923685
1400,LadyGaga,TheCure,96,0.0,36,0,609233,33917544
1401,AndyGrammer,FreshEyes,113,0.0,38,0,406495,33892531
1402,KanyeWest,Yikes,62,7.0,3,(x3),2386030,33877095
1403,Ghost,MaryOnACross,86,0.0,27,0,564774,33860020
1404,JackHarlow,DuaLipa,74,3.0,7,0,1762710,33818973
1405,DominicFike,3Nights,117,0.0,40,0,477809,33818461
1406,JoelCorry,Head&Heart,116,0.0,51,0,394531,33780521
1407,RoddyRicch,TipToe,97,0.0,38,0,585348,33753889
1408,Gesaffelstein,LostintheFire,86,5.0,7,0,1238188,33729127
1409,KendrickLamar,YAH.,67,7.0,5,0,2572839,33680519
1410,NickiMinaj,FeelingMyself,286,0.0,33,0,201134,33670845
1411,BingCrosby,WinterWonderland,102,0.0,13,0,1048504,33586557
1412,NAV,Turks,99,0.0,14,0,772950,33555764
1413,BrettEldredge,"Baby,It'sColdOutside",92,0.0,22,0,1096766,33555350
1414,TaylorSwift,"Would've,Could've,Should've",48,0.0,14,0,1819160,33543719
1415,TrippieRedd,6Kiss,91,2.0,7,0,1090325,33472853
1416,PoloG,BadMan(SmoothCriminal),91,0.0,20,0,1001151,33440572
1417,KevinGates,BigGangsta,108,0.0,38,0,413539,33419132
1418,BillieEilish,TV,103,1.0,8,0,869763,33410882
1419,NAV,SomeWay,179,0.0,61,0,383088,33388503
1420,ArmaniWhite,BILLIEEILISH.,101,0.0,42,0,443870,33370246
1421,PostMalone,NoOption,158,0.0,104,0,268030,33368501
1422,YoungBoyNeverBrokeAgain,SlimeBelief,141,0.0,138,0,275137,33352084
1423,Marshmello,Numb,126,0.0,57,0,458944,33325524
1424,PoloG,GANGGANG,90,0.0,20,0,927521,33276808
1425,TrippieRedd,ShakeItUp,121,0.0,42,0,598810,33147889
1426,InternetMoney,His&Hers,113,0.0,33,0,660095,33133955
1427,MetroBoomin,Superhero(Heroes&Villains)[withFuture&ChrisBrown],27,11.0,1,(x1),1773679,33127276
1428,Maluma,Hawái,93,0.0,27,0,530403,33107405
1429,Coldplay,ASkyFullofStars,267,0.0,18,0,214878,33101321
1430,NickiMinaj,Anaconda,220,22.0,6,0,323822,33077731
1431,LilYachty,Oprah’sBankAccount(LilYachty&DaBabyfeat.Drake),80,0.0,30,0,790767,33053745
1432,Bazzi,Beautiful,102,0.0,52,0,459132,33048178
1433,JonasBrothers,WhatAManGottaDo,78,0.0,22,0,1009325,33009718
1434,ArcticMonkeys,IWannaBeYours,105,0.0,67,0,375665,32996699
1435,InternetMoney,Somebody,103,0.0,48,0,427241,32988734
1436,KidInk,Promise,189,0.0,61,0,255485,32970385
1437,LeeBrice,OneOfThemGirls,131,0.0,53,0,332798,32969825
1438,21Savage,Immortal,90,1.0,7,0,915688,32944588
1439,TheKidLAROI,ThousandMiles,96,7.0,3,(x1),950356,32849517
1440,SpotemGottem,BeatBox3,92,0.0,30,0,499363,32841611
1441,HarryStyles,Grapejuice,56,8.0,4,0,3003406,32762005
1442,ROSALÍA,DESPECHÁ,95,0.0,34,0,454819,32745017
1443,Adele,WhenWeWereYoung,132,0.0,21,0,621581,32744780
1444,Drake,DiamondsDancing,177,0.0,14,0,393273,32701453
1445,KanyeWest,Champions,162,0.0,54,0,307042,32670186
1446,Anne,Marie2002,129,0.0,74,0,373515,32669648
1447,DJESCO,TooMuchSauce,171,0.0,69,0,243470,32633178
1448,IdinaMenzel,IntotheUnknown,103,0.0,30,0,554924,32601986
1449,FallOutBoy,UmaThurman,267,0.0,37,0,194162,32593348
1450,Adele,WaterUndertheBridge,133,0.0,42,0,399531,32512873
1451,J.Cole,Motiv8,54,7.0,4,0,3357778,32491973
1452,ChancetheRapper,AllNight,132,0.0,44,0,445892,32466025
1453,AndyGrammer,"Honey,I'mGood.",153,0.0,16,0,346987,32406527
1454,SAYGRACE,YouDon'tOwnMe,165,0.0,39,0,391102,32396064
1455,Sia,TheGreatest,76,0.0,12,0,668573,32383116
1456,DeJLoaf,BackUp,222,0.0,48,0,218405,32375664
1457,YBNNahmir,OppStoppa,104,0.0,41,0,422797,32323596
1458,ElleKing,Ex's&Oh's,175,0.0,22,0,369016,32309968
1459,SleepyHallow,DieYoung,83,0.0,28,0,695525,32279009
1460,MoneybaggYo,Wockesha,108,0.0,50,0,408654,32240474
1461,NoahCyrus,MakeMe(Cry),120,0.0,52,0,339287,32239430
1462,NardoWick,MeorSum,118,0.0,60,0,360374,32108987
1463,BadBunny,SiVeoaTuMamá,85,4.0,4,0,1246255,32078410
1464,Drake,DoNotDisturb,109,0.0,19,0,1276948,32069594
1465,Drake,Can’tTakeAJoke,55,1.0,9,0,3642782,32029655
1466,Sia,TheGreatest,67,0.0,14,0,643281,31996625
1467,Nico&Vinz,AmIWrong,234,3.0,8,0,275642,31990791
1468,CamilaCabello,CryingintheClub,90,0.0,47,0,440387,31952661
1469,LilWayne,Don'tCry,47,7.0,2,(x5),4213664,31856866
1470,KingPrincess,1950,117,0.0,63,0,419779,31846652
1471,LuisFonsi,ÉchameLaCulpa,113,0.0,47,0,472413,31845232
1472,SelenaGomez,TheHeartWantsWhatItWants,158,23.0,3,(x1),380738,31762355
1473,NateSmith,WhiskeyOnYou,121,0.0,72,0,409434,31720619
1474,ABoogieWitdaHoodie,DemonsandAngels,97,0.0,30,0,784378,31713523
1475,GeorgeEzra,Budapest,269,0.0,38,0,237231,31696250
1476,BeachBunny,Cloud9,106,0.0,36,0,418533,31676799
1477,LilBaby,HatsOff,102,0.0,20,0,803198,31650216
1478,Alesso,Heroes(wecouldbe),193,0.0,16,0,306240,31641137
1479,Lizzo,GoodAsHell,86,0.0,21,0,761636,31639258
1480,DJSnake,LocoContigo,106,0.0,53,0,437174,31617689
1481,AnuelAA,Secreto,108,0.0,88,0,394096,31599434
1482,Lauv,"fuck,i'mlonely",85,0.0,21,0,663845,31599244
1483,PostMalone,AThousandBadTimes,63,3.0,9,0,2295134,31577616
1484,ToryLanez,Freaky,101,0.0,63,0,416544,31554748
1485,Sheppard,Geronimo,265,0.0,22,0,208057,31537349
1486,TheWeeknd,WastedTimes,52,8.0,3,(x1),2305758,31536116
1487,Russ,BESTONEARTH,115,0.0,55,0,418381,31525891
1488,J.Cole,Immortal,86,8.0,2,(x4),2361543,31468094
1489,ArianaGrande,OneLastTime,180,0.0,13,0,362136,31452518
1490,BadBunny,LaDifícil,75,6.0,3,(x1),1246286,31451898
1491,Comethazine,Walk,125,0.0,109,0,316063,31394567
1492,ArianaGrande,fakesmile,55,4.0,7,0,2473807,31372470
1493,MarkRonson,NothingBreaksLikeaHeart,83,0.0,30,0,651219,31342790
1494,J.Cole,amari,52,7.0,1,(x1),4106802,31305943
1495,Bastille,Pompeii,317,0.0,35,0,161098,31300005
1496,Drake,Elevate,42,4.0,4,0,4686139,31220700
1497,LilDicky,$aveDatMoney,226,0.0,57,0,221733,31206265
1498,JuiceWRLD,Hide,118,0.0,69,0,462306,31171797
1499,MajorLazer,KnowNoBetter,95,0.0,34,0,561168,31169274
1500,JuiceWRLD,RemindsMeOfYou,87,0.0,15,0,961978,31142891
1501,Eminem,RapGod,296,0.0,116,0,193699,31065356
1502,NickiMinaj,TheNightIsStillYoung,186,0.0,21,0,323254,30764917
1503,JuiceWRLD,StayHigh,77,0.0,11,0,2009815,30746480
1504,Rema,CalmDown,102,0.0,53,0,400319,30698893
1505,ChrisBrown,Party,151,0.0,95,0,251060,30695726
1506,LilUziVert,FutsalShuffle2020BonusTrack,86,0.0,13,0,956084,30664662
1507,NipseyHussle,RacksInTheMiddle,87,0.0,21,0,890275,30654165
1508,YoungStonerLife,Ski,98,1.0,10,0,983162,30644017
1509,SamHunt,BreakUpInASmallTown,212,0.0,42,0,261733,30587273
1510,5SecondsofSummer,Easier,86,0.0,18,0,793676,30543478
1511,d4vd,HereWithMe,71,0.0,20,0,587499,30491119
1512,RickyMontgomery,LineWithoutaHook,123,0.0,72,0,329732,30484202
1513,JustinBieber,TheFeeling,128,12.0,7,0,705459,30452912
1514,OneDirection,StealMyGirl,172,7.0,4,0,359542,30423805
1515,MelanieMartinez,PityParty,126,0.0,53,0,307533,30351358
1516,LilDurk,StillTrappin',112,0.0,42,0,384229,30319214
1517,GloRilla,Tomorrow2,86,0.0,39,0,454110,30296028
1518,BingCrosby,WinterWonderlandRemastered,63,0.0,30,0,1655392,30273725
1519,FettyWap,RGFIsland,176,0.0,12,0,450960,30265857
1520,TomOdell,AnotherLove,107,0.0,81,0,337198,30208862
1521,FloRida,"IDon'tLikeIt,ILoveIt",169,0.0,21,0,315758,30175009
1522,NAV,Up,128,0.0,68,0,366731,30163651
1523,GwenStefani,YouMakeItFeelLikeChristmas,71,0.0,44,0,1207566,30163041
1524,AndyWilliams,HappyHoliday/TheHolidaySeason,66,0.0,35,0,1510090,30156265
1525,P!nk,WhatAboutUs,105,0.0,42,0,464544,30152791
1526,RaeSremmurd,ThrowSumMo,246,0.0,28,0,267102,30135936
1527,Nirvana,SomethingInTheWayRemastered,68,17.0,2,(x4),858684,30074497
1528,Passenger,LetHerGo,315,0.0,54,0,197021,30069845
1529,SamHunt,TakeYourTime,239,0.0,36,0,194649,30009669
1530,SelenaGomez,LookAtHerNow,67,1.0,5,0,1300093,29986586
1531,MorganWallen,Don'tThinkJesus,82,8.0,3,(x3),1448125,29980127
1532,Khalid,OuttaMyHead,65,4.0,6,0,1304358,29957244
1533,Offset,Legacy,84,0.0,12,0,997325,29954925
1534,TheWeeknd,Sacrifice,66,12.0,1,(x2),1950078,29954189
1535,JuiceWRLD,Empty,90,1.0,10,0,1271476,29946861
1536,Måneskin,IWANNABEYOURSLAVE,89,0.0,43,0,448006,29927228
1537,ChrisBrown,Questions,102,0.0,51,0,407975,29925889
1538,Kygo,RemindMetoForget,92,0.0,54,0,456343,29883022
1539,LilTecca,LOTOFME,113,0.0,62,0,323487,29881594
1540,RickyMontgomery,MrLoverman,133,0.0,129,0,261854,29828809
1541,CashmereCat,TrustNobody,118,0.0,39,0,378441,29819484
1542,Kygo,FirstTime,80,0.0,35,0,612805,29815835
1543,PostMalone,Otherside,55,0.0,14,0,2210236,29781234
1544,MeghanTrainor,MeToo,148,0.0,59,0,298472,29771261
1545,Amaarae,SADGIRLZLUVMONEYRemix,97,0.0,34,0,509737,29739148
1546,AstridS,HurtsSoGood,124,0.0,55,0,330109,29711883
1547,KatyPerry,DarkHorse,286,0.0,24,0,314347,29708371
1548,RussellDickerson,Yours,139,0.0,125,0,281544,29689707
1549,YoungBoyNeverBrokeAgain,SelfControl,100,0.0,43,0,489594,29638460
1550,6ix9ine,BEBE,88,0.0,20,0,809697,29590906
1551,RitaOra,YourSong,115,0.0,71,0,321684,29588951
1552,DemiLovato,Confident,147,0.0,25,0,371526,29572453
1553,ArianaGrande,SantaBaby,89,0.0,40,0,877452,29568644
1554,Nirvana,SmellsLikeTeenSpirit,130,0.0,86,0,330975,29498533
1555,TaylorSwift,thelastgreatamericandynasty,53,8.0,4,0,3348161,29487548
1556,Drake,CircoLoco,41,6.0,5,0,3373090,29464494
1557,Coldplay,Sparks,115,0.0,99,0,303312,29456244
1558,MeekMill,Litty,139,0.0,72,0,252443,29437095
1559,Ashe,MoraloftheStory,78,0.0,21,0,701392,29433590
1560,Zedd,HappyNow,70,0.0,29,0,563505,29403914
1561,LilPump,FlexLikeOuu,156,0.0,81,0,355898,29394075
1562,TaylorSwift,ME!,24,19.0,1,(x3),3578756,29380101
1563,Eminem,VenomMusicFromTheMotionPicture,85,0.0,17,0,1067360,29353999
1564,SamHunt,HouseParty,193,0.0,32,0,255033,29348139
1565,SZA,HitDifferent,110,1.0,5,0,1106414,29320034
1566,BillieEilish,LostCause,73,1.0,7,0,1349794,29296420
1567,6ix9ine,KEKE,93,0.0,32,0,589107,29292989
1568,KendrickLamar,m.A.A.dcity,263,0.0,102,0,281583,29271534
1569,TheChainsmokers,SettingFires,106,0.0,26,0,445915,29258354
1570,Eminem,Killshot,72,0.0,16,0,903340,29215305
1571,Drake,BehindBarzBonus,82,0.0,31,0,643156,29207360
1572,OliviaHolt,History,112,0.0,60,0,335764,29180302
1573,LilBaby,RightOn,91,1.0,6,0,740715,29180138
1574,GymClassHeroes,Cupid'sChokehold/BreakfastinAmerica,97,0.0,38,0,407597,29175430
1575,Pentatonix,Hallelujah,110,0.0,46,0,577014,29155877
1576,21Savage,GlockInMyLap,82,4.0,3,(x1),1688050,29132742
1577,ArianaGrande,Focus,101,3.0,8,0,549523,29128818
1578,EdSheeran,ISeeFire,282,0.0,40,0,177074,29113307
1579,Blueface,Daddy,101,0.0,71,0,356969,29093232
1580,Future,CominOutStrong,109,0.0,21,0,635114,29055414
1581,FifthHarmony,Down,98,0.0,50,0,493715,29050601
1582,NAV,Turks,42,9.0,1,(x1),1751176,28957255
1583,DaBaby,RedLightGreenLight,77,0.0,28,0,601060,28897399
1584,CardiB,IDo,73,0.0,11,0,974827,28882876
1585,MoneybaggYo,TimeToday,102,0.0,45,0,391019,28866424
1586,MadeinTYO,NedFlanders,113,0.0,64,0,375554,28845468
1587,ACRAZE,DoItToIt,97,0.0,22,0,505080,28832576
1588,StephanieBeatriz,WaitingOnAMiracle,83,0.0,27,0,472746,28825661
1589,KendrickLamar,LUST.,63,0.0,11,0,1988044,28788921
1590,J.Cole,interlude,38,13.0,1,(x1),3145044,28771538
1591,JustinBieber,Forever,56,6.0,5,0,1633316,28736753
1592,DavidGuetta,ThisOne'sforYou,110,0.0,43,0,378036,28667578
1593,BadBunny,Dakiti,28,26.0,1,(x1),1205178,28652215
1594,2Chainz,WatchOut,208,0.0,57,0,224740,28638014
1595,EdSheeran,Antisocial,56,8.0,5,0,1429782,28620933
1596,BadBunny,Ignorantes,69,3.0,10,0,1136259,28586835
1597,LilUziVert,SevenMillion,134,0.0,58,0,273186,28581478
1598,YG,"BigBankfeat.2Chainz,BigSean,NickiMinaj",70,0.0,32,0,557862,28570129
1599,Future,CrushedUp,63,0.0,15,0,1026166,28566228
1600,KidCudi,TequilaShots,68,2.0,7,0,2311348,28560505
1601,CardiB,Drip,75,1.0,9,0,1001131,28521201
1602,RyanHurd,ChasingAfterYou,121,0.0,103,0,292056,28480751
1603,KendrickLamar,FEEL.,57,6.0,7,0,2349101,28447663
1604,Khalid,TheWays,64,2.0,9,0,1070652,28436353
1605,Drake,FeelNoWays,126,0.0,23,0,567701,28402913
1606,J.Cole,1985Introto“TheFallOff”,50,6.0,6,0,2886877,28387561
1607,GrupoFrontera,NoSeVaEnVivo,81,0.0,44,0,443896,28385161
1608,Khalid,8TEEN,141,0.0,108,0,252146,28367383
1609,JuiceWRLD,Cigarettes,68,8.0,2,(x2),1182490,28338245
1610,ImagineDragons,BadLiar,79,0.0,25,0,796112,28309482
1611,J.Cole,ATaleof2Citiez,266,0.0,17,0,252293,28230967
1612,SamSmith,I'mNotTheOnlyOne,223,0.0,18,0,232226,28188250
1613,FrankOcean,Chanel,112,0.0,31,0,579404,28098153
1614,HarryStyles,KeepDriving,53,5.0,9,0,2312194,28086134
1615,MatyNoyes,inmymiNd,122,0.0,60,0,309624,28076264
1616,MAX,LoveMeLess,105,0.0,61,0,411802,28072259
1617,ArcticMonkeys,Why'dYouOnlyCallMeWhenYou'reHigh?,117,0.0,102,0,271524,28059730
1618,TheWeeknd,DarkTimes,162,0.0,15,0,420397,28019756
1619,NatKingCole,DeckTheHall,48,0.0,17,0,2280803,27948579
1620,KendrickLamar,RichSpirit,52,4.0,6,0,3239784,27912896
1621,TheWeeknd,TryMe,46,8.0,2,(x1),2556378,27901035
1622,Joji,DieForYou,50,0.0,19,0,1443735,27893011
1623,JohnMayer,NewLight,81,0.0,40,0,629746,27836425
1624,Shakira,Chantaje,124,0.0,51,0,337025,27834533
1625,OliverTree,MissYou,75,0.0,41,0,440265,27833633
1626,Drake,TSU,42,6.0,6,0,4395593,27807123
1627,KendrickLamar,SilentHill,55,6.0,5,0,2968531,27800753
1628,Pentatonix,"Mary,DidYouKnow?",139,0.0,54,0,561407,27768020
1629,Kygo,LoseSomebody,91,0.0,32,0,644483,27753100
1630,BigSean,NoFavors,78,7.0,6,0,1022137,27675013
1631,BillieEilish,NoTimeToDie,49,8.0,2,(x1),2227130,27664508
1632,ThurlRavenscroft,"You'reAMeanOne,Mr.Grinch",80,0.0,37,0,1479714,27659041
1633,SwedishHouseMafia,MothToAFlame,74,7.0,2,(x1),1367257,27573950
1634,SageTheGemini,NowandLater,99,0.0,46,0,354930,27562204
1635,Gunna,TooEasy,83,0.0,19,0,754954,27502756
1636,PostMalone,BlameItOnMe,53,0.0,16,0,2087078,27487624
1637,TaylorSwift,TheMan,47,9.0,2,(x3),2405751,27457970
1638,TheChainsmokers,SickBoy,66,1.0,10,0,826678,27440685
1639,5SecondsofSummer,Teeth,97,0.0,61,0,467653,27425391
1640,MachineGunKelly,forgetmetoo,93,1.0,8,0,952348,27421235
1641,TyDolla$ign,Saved,168,0.0,57,0,279372,27409784
1642,ArianaGrande,Don’tCallMeAngel(Charlie’sAngels),51,6.0,2,(x1),2022458,27360657
1643,J.Cole,Apparently,294,0.0,39,0,196970,27354030
1644,LilTecca,REPEATIT,88,0.0,26,0,560323,27334405
1645,Halsey,Nightmare,68,2.0,10,0,1055230,27306005
1646,FrenchMontana,NoShopping,121,0.0,53,0,328391,27268306
1647,TheChainsmokers,Somebody,83,0.0,43,0,650645,27172552
1648,GucciMane,MetGala,101,0.0,51,0,468840,27121697
1649,JuiceWRLD,BadEnergy,62,4.0,7,0,2746447,27097509
1650,ThomasRhett,CrashandBurn,227,0.0,63,0,180162,27040305
1651,TheChainsmokers,TheOne,70,0.0,13,0,940514,26983605
1652,DeanMartin,SilverBells,80,0.0,25,0,1254014,26956453
1653,VÉRITÉ,SomebodyElse,134,0.0,53,0,274625,26944785
1654,BeckyG,Shower,175,16.0,7,0,292874,26898286
1655,Diplo,BeRightThere,170,0.0,60,0,228548,26895339
1656,HaileeSteinfeld,RockBottom,126,0.0,53,0,285651,26884064
1657,Miguel,SureThing,86,0.0,32,0,518355,26871929
1658,Kygo,BornToBeYours,75,0.0,40,0,521787,26853513
1659,TaylorSwift,TheGreatWar,42,0.0,14,0,1864956,26851672
1660,FettyWap,WakeUp,131,0.0,58,0,299055,26848172
1661,PedroCapó,CalmaRemix,106,0.0,107,0,333711,26847185
1662,Drake,LemonPepperFreestyle,59,5.0,3,(x2),2681138,26830541
1663,DojaCat,SaySo,57,0.0,14,0,837828,26778767
1664,SebastianYatra,DosOruguitas,79,0.0,32,0,448687,26756153
1665,JonasBrothers,LikeIt'sChristmas,75,0.0,43,0,793610,26748941
1666,A,WallLoverboy,93,0.0,56,0,355656,26726596
1667,StevieWonder,WhatChristmasMeansToMe,70,0.0,54,0,1169367,26722376
1668,ArianaGrande,ghostin,46,4.0,8,0,2419810,26687519
1669,TaylorSwift,mytearsricochet,45,8.0,5,0,3202928,26674227
1670,Lizzo,Rumors,59,7.0,3,(x1),1541058,26619697
1671,Drake,Sacrifices,62,4.0,6,0,1776671,26574302
1672,RaeSremmurd,Guatemala,98,0.0,45,0,560899,26496362
1673,YoungThug,BestFriend,175,0.0,63,0,229101,26473575
1674,DNCE,Toothbrush,93,0.0,44,0,367935,26456038
1675,TaylorSwift,WildestDreams(Taylor'sVersion),78,0.0,12,0,1083618,26453629
1676,JuiceWRLD,MakeBelieve,73,0.0,20,0,901307,26448107
1677,DaBaby,INTRO,64,2.0,3,(x1),1395247,26429768
1678,Snakehips,Don'tLeave,89,0.0,52,0,370868,26419507
1679,SamSmith,LikeICan,222,0.0,30,0,265896,26407088
1680,Yeat,Talk,65,2.0,7,0,815251,26406433
1681,KanyeWest,Jail,37,5.0,1,(x2),4277327,26376710
1682,MorganWallen,StillGoinDown,82,0.0,22,0,678811,26338126
1683,Labrinth,StillDon'tKnowMyName,87,0.0,51,0,428899,26336120
1684,Lorde,"HomemadeDynamite(Feat.Khalid,PostMalone&SZA)REMIX",63,0.0,32,0,623761,26310860
1685,BillieEilish,badguy,48,2.0,3,(x1),1616799,26284792
1686,ImagineDragons,Demons,288,0.0,65,0,112829,26233403
1687,BadBunny,Sensualidad,114,0.0,85,0,315691,26127265
1688,Drake,Fire&Desire,150,0.0,47,0,420532,26086526
1689,BrentFaiyaz,Clouded,82,0.0,72,0,415113,26081717
1690,Eminem,NotAlike,49,8.0,5,0,1637176,26075002
1691,Gunna,BabyBirkin,98,0.0,107,0,369197,26062405
1692,Smokepurpp,Nephew,91,0.0,75,0,362874,26058879
1693,BLACKPINK,IceCream,68,2.0,5,0,1151511,26051075
1694,RosaLinn,SNAP,88,0.0,64,0,377135,25972464
1695,JuiceWRLD,Titanic,56,5.0,5,0,2826000,25924016
1696,XXXTENTACION,CarryOn,94,0.0,18,0,1083806,25904909
1697,Future,I'MONONE,65,7.0,5,0,1392185,25867428
1698,TravisScott,CAROUSEL,51,5.0,3,(x1),3153435,25851388
1699,21Savage,ballw/oyou,94,0.0,34,0,737260,25845019
1700,TravisScott,CAN'TSAY,64,0.0,15,0,1793125,25843133
1701,Dawin,Dessert,185,0.0,57,0,201282,25841085
1702,LilPump,Boss,114,0.0,54,0,429806,25770253
1703,Wisin,EscápateConmigo,135,0.0,104,0,225781,25768264
1704,Kygo,Stargazing,81,0.0,47,0,451458,25763596
1705,SelenaGomez,Rare,50,2.0,5,0,1329429,25744542
1706,TheWeeknd,WickedGames,315,0.0,98,0,207956,25707978
1707,JasonDerulo,TakeYouDancing,105,0.0,106,0,281582,25700497
1708,$uicideboy$,Antarctica,103,0.0,120,0,274996,25575127
1709,RoddyRicch,Peta,69,0.0,43,0,544043,25555148
1710,MarianHill,Down,99,0.0,57,0,368350,25540811
1711,JuiceWRLD,ManOfTheYear,66,0.0,17,0,1770789,25520558
1712,QualityControl,IceTray,95,0.0,67,0,370188,25519466
1713,TravisScott,WAKEUP,56,4.0,8,0,2356198,25512899
1714,LewisCapaldi,Bruises,106,0.0,95,0,327468,25462460
1715,CarlyRaeJepsen,IReallyLikeYou,149,0.0,24,0,278523,25457946
1716,HarryStyles,Cinema,43,6.0,8,0,2518332,25457307
1717,RodWave,Richer,72,1.0,8,0,904519,25443802
1718,Migos,Straightenin,72,0.0,22,0,898448,25431949
1719,TaylorSwift,IForgotThatYouExisted,56,6.0,4,0,2246765,25429057
1720,Drake,PrivilegedRappers,32,6.0,6,0,3605227,25413982
1721,LadyGaga,StupidLove,63,2.0,2,(x1),1526702,25405159
1722,ToryLanez,TAlktOMe,99,0.0,115,0,305907,25404826
1723,LosLegendarios,Fiel,77,0.0,44,0,411269,25351520
1724,KanyeWest,GhostTown,41,7.0,2,(x3),2412091,25321956
1725,Avicii,WaitingForLove,161,0.0,29,0,825464,25265293
1726,Eagles,PleaseComeHomeforChristmasEagles2013Remaster,57,0.0,31,0,1643147,25264515
1727,Ambjaay,Uno,91,0.0,73,0,335721,25195284
1728,TaylorSwift,BiggerThanTheWholeSky,40,0.0,15,0,1864394,25189181
1729,JasonDerulo,TipToe,104,0.0,74,0,322497,25183473
1730,LilWayne,LetItFly,42,6.0,3,(x3),3532426,25127073
1731,KidInk,BeReal,206,0.0,38,0,230242,25126943
1732,Macklemore,GoodOldDays,88,0.0,57,0,422483,25091594
1733,ThomasRhett,TShirt,169,0.0,105,0,183968,25055557
1734,PARTYNEXTDOOR,BELIEVEIT,77,1.0,6,0,1158510,25051320
1735,MeganTheeStallion,CaptainHook,106,0.0,71,0,526569,25049443
1736,Skrillex,PurpleLamborghini,117,0.0,44,0,378208,25043736
1737,NioGarcia,AMRemix,86,0.0,49,0,564406,25024011
1738,SZA,NobodyGetsMe,20,10.0,3,(x5),2409644,24880624
1739,LilBaby,Commercial,91,1.0,10,0,1071603,24861449
1740,TyDolla$ign,Blasé,184,0.0,59,0,186511,24820685
1741,PostMalone,Goodbyes,105,0.0,95,0,286227,24812837
1742,DavidGuetta,LikeIDo,74,0.0,51,0,457940,24811649
1743,PostMalone,SugarWraith,53,0.0,18,0,1746374,24810017
1744,HarryStyles,LoveOfMyLife,46,0.0,12,0,2180740,24795101
1745,JuiceWRLD,LetMeKnow(IWonderWhyFreestyle),68,0.0,33,0,700890,24788846
1746,ZaraLarsson,Ain'tMyFault,88,0.0,45,0,409782,24779338
1747,Drake,PopStyle,31,31.0,3,(x3),1074841,24766383
1748,HarryStyles,Daydreaming,43,2.0,9,0,2381025,24763267
1749,Migos,KellyPrice,83,0.0,20,0,516893,24762447
1750,BillieEilish,HappierThanEverEdit,93,0.0,69,0,336876,24756556
1751,Future,FirstOff,58,1.0,9,0,1192955,24728788
1752,bennyblanco,Graduation,82,0.0,28,0,703658,24721876
1753,G,EazyGoodLife,75,0.0,51,0,445853,24716266
1754,Dynoro,InMyMind,73,0.0,50,0,444658,24715326
1755,TaylorSwift,ShakeItOff,56,45.0,1,(x41),619815,24714054
1756,Drake,InTheBible,42,3.0,6,0,4819968,24703743
1757,JoynerLucas,Isis,64,0.0,13,0,918940,24696412
1758,BryceVine,LaLaLand,89,0.0,73,0,352154,24685894
1759,AvaMax,Kings&Queens,106,0.0,115,0,274256,24646624
1760,MadeinTYO,SkateboardP,135,0.0,131,0,221511,24643764
1761,Nevada,TheMack,93,0.0,37,0,401350,24629480
1762,YoungThug,Bubbly,73,4.0,5,0,1104291,24579609
1763,PostMalone,Allergic,49,1.0,10,0,2279770,24574813
1764,TerrorJr,ComeFirst,104,0.0,51,0,329562,24562357
